Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuiteDemo1,Chrome 120.0.0.0,,,10-04-2024 10:14:39,10-04-2024 10:15:04,25.400s,PASSED
,,,,,,,
Test Cases/Demo/ScriptModeDemo,Chrome 120.0.0.0,,,10-04-2024 10:14:39,10-04-2024 10:15:04,25.039s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,10-04-2024 10:14:40,10-04-2024 10:14:44,4.806s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 120.0.0.0,,,10-04-2024 10:14:44,10-04-2024 10:14:57,12.486s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_username""), ""Admin"")",Chrome 120.0.0.0,,,10-04-2024 10:14:57,10-04-2024 10:14:58,1.504s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 120.0.0.0,,,10-04-2024 10:14:58,10-04-2024 10:14:59,0.546s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/button_Login""))",Chrome 120.0.0.0,,,10-04-2024 10:14:59,10-04-2024 10:14:59,0.437s,PASSED
"verifyTextPresent(""Dashboard"", false)",Chrome 120.0.0.0,,,10-04-2024 10:14:59,10-04-2024 10:15:03,3.579s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,10-04-2024 10:15:03,10-04-2024 10:15:04,1.200s,PASSED
